"Station.label" "Season" "Season.moment" "Depth" "Marine.biome" "Ocean.region" "Biogeographical.province" "Latitude" "Longitude" "Depth.nominal" "Depth.top.min" "Depth.bottom.max" "HCO3" "CO3" "Carbon.total" "Alkalinity.total" "Calcite.saturation.state" "Aragonite.saturation.state" "NO2" "PO4" "NO2NO3" "Si" "NO3" "Temperature" "Salinity" "Density" "Oxygen" "ChlorophyllA" "Ang.scat.coef.470nm" "Opt.backscat.coef.470nm" "Part.backscat.coef" "Fluorescence" "Opt.beam.att.coef.660nm" "Part.beam.att.coef" "PAR.TO" "Ice.free.period" "Moon.phase.prop" "Sunshine.duration" "Iron.5m" "Ammonium.5m" "NO2.5m" "NO3.5m" "Gradient.Surface.temp.SST." "Okubo.Weiss" "Lyapunov" "Residence.time" "acCDOM" "Depth.euph.zone" "Depth.Mixed.Layer" "Depth.chloro.max" "Depth.max.Brunt.Väisälä" "Depth.Max.O2" "Depth.Min.O2" "Depth.nitracline" "Carbon.flux" "DepthBathy" "Coast_Distance"
"TARA_053_ZZZ" "TARA_053" "autumn" "autumn_late" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -13.0773 46.9709 400 0 500 NA NA NA NA NA NA 0.011 1.274 17.29 10.55 9.633588 15.592175 35.072625 26.098025 171.647 0 4.7e-05 0.000284 0.001965 1.45 0.000534 0.010059 0 365 0.93 687 0.00107386096109015 0.0122449710033834 0.00228916898292179 0.0140580974208812 0.2822 0.54225 0.14768 0 0.0101468060165644 77.0850563049316 50 80 80 59 964 110 0.371450111111111 -3361 70.1181
"TARA_054_DCM" "TARA_054" "autumn" "autumn_late" "DCM" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -12.807 45.2249 20 18 22 0.0038 0.0069 0.02275 0.00165 0.0029 0.00085 0.011375 0 0 NA NA 29.10475 34.946175 21.9897 185.88725 NA 0.001181 0.008116 0.009763 1.145 0.302283 0.324445 NA 365 0.97 687 0.00106827544126039 0.0118023779553672 0.00302909547463059 0.016038789258649 NA 0.903902 0.080656 5.666667 0.112331658601761 24.2125668525696 23 23 10 12 23 NA NA -51 0.91375
"TARA_054_SRF" "TARA_054" "autumn" "autumn_late" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -12.807 45.2247 5 3 7 0.0028 0.0061 0.0178 0.0016 0.0021 9e-04 0.011375 0 0 NA NA 29.305763 34.96295 21.934312 189.6795 0.104507 0.000443 0.003017 0.004664 1.0225 0.090988 0.11315 NA 365 0.97 687 0.00106827544126039 0.0118023779553672 0.00302909547463059 0.016038789258649 NA 0.903902 0.080656 5.666667 0.112331658601761 24.2125668525696 23 23 10 12 23 NA NA -51 0.91375
"TARA_054_ZZZ" "TARA_054" "autumn" "autumn_late" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -12.807 45.2249 15 13 17 0.0028 0.0061 0.0178 0.0016 0.0021 9e-04 0.011375 0 0 NA NA 29.1577 34.951837 21.976263 189.146375 0.120354 0.000679 0.004648 0.006295 1.09875 0.145027 0.167188 NA 365 0.97 687 0.00106827544126039 0.0118023779553672 0.00302909547463059 0.016038789258649 NA 0.903902 0.080656 5.666667 0.112331658601761 24.2125668525696 23 23 10 12 23 NA NA -51 0.91375
"TARA_055_SRF" "TARA_055" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -14.2296 43.9951 5 3 7 0 0.0021 0.001 0 0 0 0 0 0.011375 2.414366 NA 26.6229 34.8753 22.7441 197.075 0.132556 0.00011 0.000736 0.002383 0.9475 0.056698 0.055128 NA 365 0.99 677 0.0010264979985853 0.0112343815465768 0.00560660543851554 0.0200403731626769 0.56929 0.320955 0.034836 0 0.00951228803023696 84.9484634399414 64 57 85 397 1051 NA NA -3509 158.5358
"TARA_055_ZZZ" "TARA_055" "winter" "winter_early" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -14.2296 43.9951 175 173 177 0 0.0053 0.00095 0 0 0 0.011375 0.3633745 13.828445 10.0709785 NA 17.713925 35.069125 25.5453 162.23025 0.019279 3e-05 0.000181 0.0018675 1.39 0.014315 0.0127445 NA 365 0.99 677 0.0010264979985853 0.0112343815465768 0.00560660543851554 0.0200403731626769 0.56929 0.320955 0.034836 0 0.00951228803023696 84.9484634399414 64 57 85 397 1051 NA NA -3509 158.5358
"TARA_056_MES" "TARA_056" "winter" "winter_early" "MES" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -15.3379 43.2948 1000 998 1002 NA NA NA NA NA NA NA NA NA NA 33.837048 6.126213 34.8189 27.405375 91.9555 0 2.4e-05 6e-05 0.00177 2.213125 -0.027235 0.000283 0 365 1 673 0.00100899864143382 0.0117744424690803 0.00538764812517911 0.0105813721505304 0.44091 0.887425 NA 1.25 0.0131221590563655 79.1001396179199 82 85 93 22 985 NA 0.180315 -3368 102.9245
"TARA_056_SRF" "TARA_056" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -15.3424 43.2965 5 3 7 NA NA NA NA NA NA 0.016042 0 0 2.812112 2.149334 27.296125 35.0302 22.646025 193.165 0.098701 0.000101 0.000592 0.00224 0.90125 0.019512 0.04703 23.244613 365 1 673 0.00100899864143382 0.0117744424690803 0.00538764812517911 0.0105813721505304 0.44091 0.887425 NA 1.25 0.0131221590563655 79.1001396179199 82 85 93 22 985 NA 0.180315 -3368 102.9245
"TARA_057_SRF" "TARA_057" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -17.0248 42.7401 5 3 7 0 0.0042 0.0033 0 0 0 0.006707 0 0 2.464084 0.820273 26.553475 35.124517 22.953567 194.060917 0.140592 0.000111 0.000656 0.002306 0.931875 0.022443 0.054058 22.541142 365 0.99 667 0.00100945199180084 0.0107390165018539 0.00596925961629798 0.0116770632254581 0.30546 -0.1419 NA 2 0.0198227940127254 64.0517463684082 17 13 5 17 4 127 NA -79 136.7873
"TARA_058_DCM" "TARA_058" "winter" "winter_early" "DCM" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -17.2855 42.2866 66 64 68 0.0041 0.061 0.016 0.005 0.0045 0.0016 0.025376 0 0.063072 2.513803 0.820273 25.113925 35.162694 23.430525 181.101938 0.197343 0.000152 0.000939 0.002588 1.135 0.042033 0.072356 0.115195 365 0.91 666 0.00100018053005139 0.0110999473060171 0.00756411021575332 0.013670702620099 0.90723 0.557628 0.197237 0 0.015841749496758 69.3657150268555 37 71 99 26 132 95 NA -2179 178.2091
"TARA_058_MES" "TARA_058" "winter" "winter_early" "MES" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -17.4174 42.2547 1000 998 1002 NA NA NA NA NA NA NA NA NA NA 51.719473 6.235867 34.790867 27.369 98.858833 0 2.4e-05 5.3e-05 0.001763 2.1625 -0.029736 0.00069 0 365 0.91 666 0.00100018053005139 0.0110999473060171 0.00756411021575332 0.013670702620099 0.72748 0.557628 0.197237 0 0.0150090218521655 71.6685104370117 37 67 76 52 1039 NA NA -2179 178.2091
"TARA_058_SRF" "TARA_058" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -17.5869 42.1893 5 3 7 0 0.0042 0.0033 0 0 0 0.006707 0 0 2.464084 0.820273 26.550545 35.1145 22.94705 194.8621 0.10957 0.00012 0.000717 0.002365 0.946562 0.02865 0.058972 21.826547 365 0.91 665 0.00100018053005139 0.0110999473060171 0.00756411021575332 0.013670702620099 0.57095 0.557628 0.197237 0 0.0152003173716366 71.6233749389648 45 54 66 35 1148 95 NA -2179 178.2091
"TARA_058_ZZZ" "TARA_058" "winter" "winter_early" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -17.4424 42.2853 200 98 252 0 0.0049 0.00325 0 0 0 0.025376 0 7.442447 6.739855 11.895453 15.181831 35.184762 26.192869 169.902062 0 5.4e-05 0.000263 0.001943 1.4425 -0.019106 0.011216 0 365 0.91 666 0.00100018053005139 0.0110999473060171 0.00756411021575332 0.013670702620099 0.72748 0.557628 0.197237 0 0.0160252694040537 70.745002746582 37 67 76 35 1039 95 NA -2179 178.2091
"TARA_059_ZZZ" "TARA_059" "winter" "winter_early" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -19.0589 40.7996 NA 0 500 NA NA NA NA NA NA NA NA NA NA 10.605516 14.5556 35.2428 26.363 195.181 0 5.2e-05 0.000241 0.00191 1.375 0.009656 0.006409 NA 365 0.85 660 0.00098595637246035 0.0113891234310965 0.00929318717680871 0.0235596575463812 1.0752 -0.033688 0.05108 10.916667 0.0145729021169245 77.9095420837402 16 78 89 52 1006 89 NA -2136 175.4875
"TARA_060_SRF" "TARA_060" "unknown" "unknown_unknown" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -20.2417 40.0906 0 0 0 NA NA NA NA NA NA NA NA NA NA 0 25.4274 35.289 23.4294 198.68 0.142179 8.8e-05 0.000489 0.002139 1.0375 NA NA 21.733165 365 0.78 655 0.000961179214452083 0.0114713728738328 0.0107522307274242 0.0199092128314078 NA -0.219619 0.128871 1.972222 0.0164987407624722 70.2972946166992 NA NA NA NA NA NA NA NA NA
"TARA_061_SRF" "TARA_061" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -21.3753 39.5633 5 3 7 0 0.0037 0.0025 0 0 0 0.004 0.039 0.04 2.983 0 25.0814 35.3248 23.56225 199.77 0.134008 8.8e-05 0.000489 0.00214 1.0075 0.01376 0.045091 7.617867 365 0.7 651 0.000952148451081788 0.0112203514824311 0.0125982516134779 0.0156251723722865 0.96693 0.204926 0.055792 0 0.0149569162167609 71.8235130310059 71 76 81 422 934 91 NA -1548 10.6591
"TARA_061_ZZZ" "TARA_061" "winter" "winter_early" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -21.3753 39.5633 125 123 127 0 0.0035 0.0022 0 0 0 0.003 0.383 5.4435 4.3855 3.462204 19.5546 35.3231125 25.220125 199.013 0.056187 5.85e-05 0.0002845 0.001946 1.3125 -0.011228 0.020103 0.001664 365 0.7 651 0.000952148451081788 0.0112203514824311 0.0125982516134779 0.0156251723722865 0.96693 0.204926 0.055792 0 0.0149569162167609 71.8235130310059 71 76 81 422 934 91 NA -1548 10.6591
"TARA_062_SRF" "TARA_062" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -22.3368 40.3412 5 3 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 365 0.61 648 0.000909213655783484 0.0123374316220482 0.0175417427284022 0.0338635710844149 0.96693 -0.113784 0.04422 8.944444 0.0140518564730883 71.6178665161133 71 76 81 422 934 91 NA -1548 10.6591
"TARA_064_DCM" "TARA_064" "winter" "winter_early" "DCM" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -29.5333 37.9117 65 63 67 0 0.01725 0.02 0.0017 0.0047 0 0.00875 0.08325 NA 1.7355 0 22.215305 35.346195 24.424005 207.9566 0.121203 0.000166 0.001112 0.002766 1.06475 0.022442 0.057374 0.019126 365 0.14 620 0.000803409852475549 0.0101982532069087 0.0306574714680513 0.0747607639059424 0.40129 0.676958 0.119044 0 0.019897723570466 63.0619049072266 128 14 149 485 149 178 0.924124666666667 -4940 547.7305
"TARA_064_MES" "TARA_064" "winter" "winter_early" "MES" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -29.5046 37.9599 1000 998 1002 NA NA NA NA NA NA NA NA NA NA NA 7.552017 34.572658 27.0189 190.888667 0 1.4e-05 7.6e-05 0.001775 1.5975 NA NA 0 365 0.22 620 0.000803409852475549 0.0101982532069087 0.0306574714680513 0.0747607639059424 0.28565 0.676958 0.119044 0 0.0196370799094439 63.3625755310059 125 55 185 733 171 NA 1.17288266666667 -4940 547.7305
"TARA_064_SRF" "TARA_064" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -29.5019 37.9889 5 3 7 0 0.0089 0.0103 0.0012 0.0034 0 0.004 0.084 0 1.7665 0 22.2414 35.32467 24.39702 210.2395 0.136664 0.000181 0.001237 0.00289 1.057375 0.039262 0.074194 13.575859 365 0.22 620 0.000803409852475549 0.0101982532069087 0.0306574714680513 0.0747607639059424 0.24112 0.676958 0.119044 0 0.0221156449988484 62.0719242095947 140 76 163 812 1514 183 0.924124666666667 -4940 547.7305
"TARA_064_ZZZ" "TARA_064" "winter" "winter_early" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -29.5022 37.9904 400 148 402 0 0.01005 0.0124 0.00095 0.0034 0 0.00175 0.34 3.54025 2.94 0.919409 17.33605 35.333165 25.894338 205.54615 0.028918 4.2e-05 0.0002535 0.00192 1.30125 -0.022905 0.012026 0 365 0.22 620 0.000803409852475549 0.0101982532069087 0.0306574714680513 0.0747607639059424 0.24112 0.676958 0.119044 0 0.0221156449988484 62.0719242095947 140 76 163 812 1514 183 0.924124666666667 -4940 547.7305
"TARA_065_DCM" "TARA_065" "winter" "winter_early" "DCM" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -35.2421 26.3048 30 28 32 NA NA NA NA NA NA NA NA NA NA NA 21.72823 35.451512 24.64465 207.48285 0.177651 0.000195 0.001296 0.002951 1.20625 0.045474 0.076206 0.043008 365 0.01 597 0.000760815028722088 0.00992695808721085 0.0657000627058248 0.482149295198421 0.95635 4.780821 0.143321 0 0.0273407716304064 56.1156425476074 66 27 NA 13 63 NA NA -4316 85.2841
"TARA_065_MES" "TARA_065" "winter" "winter_early" "MES" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -35.1889 26.2905 850 800 900 NA NA NA NA NA NA NA NA NA NA NA 8.33035 34.630583 26.947583 199.726 0 2e-05 8e-05 0.001774 1.5575 -0.03044 2.8e-05 0 365 0.01 597 0.000760815028722088 0.00992695808721085 0.0657000627058248 0.482149295198421 0.72208 4.780821 0.143321 0 0.0276076542213559 56.1030292510986 78 20 88 679 1186 NA 2.66564944444444 -4316 85.2841
"TARA_065_SRF" "TARA_065" "winter" "winter_early" "SRF" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -35.1728 26.2868 5 3 7 NA NA NA NA NA NA NA NA NA NA NA 21.76357 35.449638 24.629613 207.5812 0.176479 0.000183 0.001194 0.002849 1.197 0.048988 0.07972 0.86456 365 0.01 597 0.000760815028722088 0.00992695808721085 0.0657000627058248 0.482149295198421 0.72208 4.780821 0.143321 0 0.0279585877433419 55.8332805633545 78 20 88 679 1186 NA 2.66564944444444 -4316 85.2841
"TARA_065_ZZZ" "TARA_065" "winter" "winter_early" "ZZZ" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" -35.2234 26.295 NA 0 500 NA NA NA NA NA NA NA NA NA NA NA 16.028008 35.453825 26.136508 200.693167 0.008551 4.2e-05 0.000228 0.001901 1.395 -0.022056 0.008412 0 365 0.01 597 0.000760815028722088 0.00992695808721085 0.0657000627058248 0.482149295198421 0.72208 4.780821 0.143321 0 0.0276076542213559 56.1030292510986 78 20 88 679 1186 NA NA -4316 85.2841
"TARA_066_DCM" "TARA_066" "winter" "winter_early" "DCM" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" -34.8901 18.0459 30 30 30 0.0245 0.0276 0.0296 0.00545 0.01535 0.00175 0.284 0.34975 3.309875 2.5895 2.739389 15.014 35.32305 26.21755 239.791063 0.221666 0.000228 0.001227 0.002897 1.2525 0.098145 0.130564 0.350859 365 0.19 602 0.000311998861434404 0.019386056655397 0.184693300475677 1.54572241504987 1.2642 0.143048 0.098545 0 0.035018602386117 49.8191680908203 67 23 NA 15 65 NA 0.116266444444444 -2031 79.9944
"TARA_066_SRF" "TARA_066" "winter" "winter_early" "SRF" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" -34.9449 17.9189 5 3 7 0.0244 0.0271 0.0302 0.0051 0.0139 0.0013 0.3025 0.343 3.34 2.7435 2.426286 15.013362 35.3233 26.2141 239.93725 0.221666 0.000222 0.001227 0.002897 1.258125 0.09772 0.130139 9.435831 365 0.19 601 0.000311998861434404 0.019386056655397 0.184693300475677 1.54572241504987 1.2322 0.143048 0.098545 0 0.0380552299320698 48.0222434997559 91 31 100 14 451 106 0.443304555555556 -2031 79.9944
"TARA_066_ZZZ" "TARA_066" "winter" "winter_early" "ZZZ" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" -34.9363 17.9366 350 198 402 0.0242 0.025 0.0273 0.0049 0.01405 0.00135 0.0095 0.931 12.178 3.715 11.882903 10.84285 34.8596 26.6214 216.5965 0 6.9e-05 0.000161 0.001853 1.45 -0.016779 0.01564 0 365 0.19 601 0.000311998861434404 0.019386056655397 0.184693300475677 1.54572241504987 1.2322 0.143048 0.098545 0 0.0387038923799992 47.8848972320557 91 31 100 14 451 106 0.443304555555556 -2031 79.9944
"TARA_067_DCM" "TARA_067" "winter" "winter_late" "DCM" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" -32.17975 17.7034 50 48 52 0.003 0 0.0046 0 0 0 NA NA NA NA 16.291102 10.386325 34.837525 26.756925 135.626 0.014896 0.000326 0.001988 0.003674 3.353882 0.160247 0.106305 0 365 0.01 697 0.00041588182648411 0.0433757677674294 0.060270548487703 0.0989943367118637 2.1339 0.04459 0 1.111111 0.234436962753534 13.1995425224304 19 13.5 28.5 13.5 76.5 46.5 1.81096858333333 -160 81.2122
"TARA_067_SRF" "TARA_067" "winter" "winter_late" "SRF" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" -32.2358 17.7093 5 3 7 0.2919 0.07385 2.1997 0.0483 0.1434 0.0288 NA NA NA NA 1.264607 13.04322 34.870735 26.28407 252.63145 0.765222 0.000972 0.00646 0.008134 4.093218 1.25192 1.197978 0.068852 365 0.01 697 0.00041588182648411 0.0433757677674294 0.060270548487703 0.0989943367118637 2.6088 0.04459 0 1.111111 0.29717119038105 13.3653216362 25 14 35 14 89 32 2.9933815 -160 81.2122
"TARA_067_ZZZ" "TARA_067" "winter" "winter_late" "ZZZ" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" -32.128 17.6985 72.5 8 100 0.0107 0 0.0177 0 0 0 0.006 NA NA NA 16.288145 10.35141 34.81107 26.761015 133.31365 0.024412 0.00045 0.002848 0.004535 3.606572 0.198242 0.1443 0 365 0.01 697 0.00041588182648411 0.0433757677674294 0.060270548487703 0.0989943367118637 1.659 0.04459 0 1.111111 0.171702735126019 13.0337634086609 13 13 22 13 64 61 0.628555666666667 -160 81.2122
"TARA_068_DCM" "TARA_068" "winter" "winter_late" "DCM" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -31.027 4.6802 50 48 52 0 0.0692 0.0183 0.0038 0.0048 0.0024 0.285 0.227 1.08 2.436 0.904785 16.74878 35.68407 26.101325 231.9774 0.325714 0.000179 0.000991 0.002659 2.011787 0.165229 0.105138 0.383273 365 0.42 711 0.000368279658384078 0.0158079856385787 0.0605974495410919 0.129485512462755 0.11343 0.069036 0.120437 6.388889 0.0154816983267665 75.1965065002441 156 42 353 237 1320 142 0.224841111111111 -4929 1113.2454
"TARA_068_MES" "TARA_068" "winter" "winter_late" "MES" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -31.0198 4.6685 700 696 705 0 0 0.0021 0 0 0 0.003 1.529 22.08 12.08 24.232124 7.32145 34.50494 26.992205 194.4342 0 5.6e-05 0.000109 0.001808 2.777603 0.060755 0.001008 0 365 0.32 710 0.000368279658384078 0.0158079856385787 0.0605974495410919 0.129485512462755 0.13666 0.069036 0.120437 6.388889 0.0152876824140549 69.3739891052246 233 31 3 21 758 NA 0.0493074444444444 -4929 1113.2454
"TARA_068_SRF" "TARA_068" "winter" "winter_late" "SRF" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -31.0268 4.665 5 3 7 0 0.0462 0.01515 0.00255 0.0034 0.00155 0.201 0.1455 0.939 1.9865 1.103865 16.8632 35.686585 26.07437 234.4763 0.309005 0.000196 0.001114 0.002782 1.951133 0.21692 0.156829 24.301431 365 0.42 711 0.000368279658384078 0.0158079856385787 0.0605974495410919 0.129485512462755 0.11343 0.069036 0.120437 6.388889 0.0154816983267665 72.0713577270508 156 42 353 237 1320 142 0.266666055555556 -4929 1113.2454
"TARA_068_ZZZ" "TARA_068" "winter" "winter_late" "ZZZ" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -31.0616 4.6617 95 18 102 0 0.0409 0.01 0.00335 0.0037 0.00075 0.323 0.247 1.629 2.39 1.590724 16.693515 35.6774 26.111055 227.54235 0.116485 9.1e-05 0.000349 0.002018 2.063974 0.086976 0.026728 0.002256 365 0.32 710 0.000368279658384078 0.0158079856385787 0.0605974495410919 0.129485512462755 0.097628 0.069036 0.120437 6.388889 0.0140871223993599 72.0713577270508 210 32 4 13 248 142 0.347931722222222 -4929 1113.2454
"TARA_069_DCM" "TARA_069" "winter" "winter_late" "DCM" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -24.165 2.6441 80 78 82 0 0.0411 0.011 0.0022 0 6e-04 0.018 0.221 0.069 1.645 0 18.0422 35.851125 25.91715 225.01925 0.196984 0.000177 0.001018 0.002685 1.992574 0.119313 0.053429 NA 365 0.8 721 0.000602933107681262 0.0167921320535243 0.0387910542388757 0.0421807698827858 0.32884 -0.14794 0.013017 64.944444 0.0162749551236629 65.5077095031738 88 73 114 15 485 655 0.579362333333333 -5345 1158.6648
"TARA_069_SRF" "TARA_069" "winter" "winter_late" "SRF" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -24.165 2.6441 5 3 7 0 0.02235 0.0078 0.00125 0 0.00115 0.0095 0.2205 0.0345 1.6905 0 18.337212 35.84055 25.831837 226.5725 0.144796 0.000192 0.001124 0.00279 1.93518 0.145526 0.079643 NA 365 0.8 721 0.000602933107681262 0.0167921320535243 0.0387910542388757 0.0421807698827858 0.32884 -0.14794 0.013017 64.944444 0.0162749551236629 65.5077095031738 88 73 114 15 485 655 0.579362333333333 -5345 1158.6648
"TARA_069_ZZZ" "TARA_069" "winter" "winter_late" "ZZZ" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -24.165 2.6441 120 108 201 0 0.02245 0.007825 0.00125 0 6e-04 0.017 0.228 0.163 1.794 5.3112225 14.622675 35.346919 26.3263875 201.948875 0.017666 6.35e-05 0.0002315 0.00191 2.429892 0.0705955 0.0047115 0 365 0.8 721 0.000602933107681262 0.0167921320535243 0.0387910542388757 0.0421807698827858 0.32884 -0.14794 0.013017 64.944444 0.0162749551236629 65.5077095031738 88 73 114 15 485 655 0.579362333333333 -5345 1158.6648
"TARA_070_DCM" "TARA_070" "winter" "winter_late" "DCM" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -20.4368 -3.1858 80 78 82 0 0.0501 0.0129 0.00405 0 0.00215 0.0565 0.3275 0.699 1.267 1.737399 19.738275 36.357415 25.87078 214.14195 0.145338 0.000125 0.000647 0.002314 2.093132 0.115481 0.06197 0.027073 365 0.97 725 0.00078781635966152 0.0152830765582621 0.0313087810451786 0.0290393635320167 0.33937 0.009208 0.047133 0 0.0143746375106275 63.9259052276611 149 13 159 13 235 161 2.09518511111111 -4796 560.1439
"TARA_070_MES" "TARA_070" "winter" "winter_late" "MES" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -20.4075 -3.1641 800 785 812 0 0 0 0 0 0 0.01 2.522 36.73 44.86 36.675625 4.188237 34.446963 27.333325 161.92525 0 4.3e-05 8e-05 0.0018 3.251941 0.054038 0.000399 0 365 0.97 725 0.00078781635966152 0.0152830765582621 0.0313087810451786 0.0290393635320167 0.41681 0.009208 0.047133 0 0.013676003087312 66.6571960449219 146 42 156 15 219 157 1.66736066666667 -4796 560.1439
"TARA_070_SRF" "TARA_070" "winter" "winter_late" "SRF" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" -20.4091 -3.1759 5 3 7 0 0.04 0.0103 0.0033 0 0.00105 0.0465 0.309 0.8015 1.1485 1.763081 19.77001 36.35839 25.859525 215.2007 0.117466 0.000123 0.000634 0.002301 2.071928 0.117833 0.064322 22.209965 365 0.97 725 0.00078781635966152 0.0152830765582621 0.0313087810451786 0.0290393635320167 0.33937 0.009208 0.047133 0 0.013676003087312 66.6571960449219 149 13 159 13 235 161 2.19145411111111 -4796 560.1439
